uid,name,phone,region_name,area_name,distributor_name,territory_name,points,routes,notes
RET-000013048,Kamal Wholesale,01796245152,Rangpur,Mithapukur,AB Trading,Mithapukur - Zone 4,571,Route-1,"Bulk buyer, offer discounts"
RET-000013049,Begum Point,01793637043,Khulna,Batiaghata,Evergreen Trading,Batiaghata - Zone 3,655,Route-52,
RET-000013050,Chowdhury Grocery,01972307453,Rangpur,Gangachara,Mega Trade BD,Gangachara - Zone 4,251,Route-27,High volume retailer
RET-000013051,Khatun Paiker,01773923733,Rangpur,Pirganj,Pacific Distributors,Pirganj - Zone 3,762,Route-33,Payment always on time
RET-000013052,Sultana Paiker,01829903345,Sylhet,South Surma,Evergreen Trading,South Surma - Zone 4,349,Route-29,Payment always on time
RET-000013053,Ali Corner,01659389088,Dhaka,Tejgaon,Prime Wholesale,Tejgaon - Zone 2,697,Route-65,High volume retailer
RET-000013054,Sarkar Bhandar,01665463986,Barishal,Barishal Sadar,Evergreen Trading,Barishal Sadar - Zone 1,609,Route-36,"Regular customer, prefers morning visits"
RET-000013055,Chowdhury Grocery,01753051451,Chattogram,Pahartali,Diamond Wholesale,Pahartali - Zone 5,928,Route-48,
RET-000013056,Ahmed Trading,01852357899,Dhaka,Gulshan,Crystal Distributors,Gulshan - Zone 2,562,Route-15,
RET-000013057,Hossain Bhandar,01759608141,Mymensingh,Bhaluka,Pacific Distributors,Bhaluka - Zone 1,407,Route-44,
RET-000013058,Kabir Mart,01982897966,Rajshahi,Katakhali,Crystal Distributors,Katakhali - Zone 4,487,Route-6,
RET-000013059,Mia Point,01884881010,Barishal,Kotwali,Evergreen Trading,Kotwali - Zone 2,826,Route-88,Payment always on time
RET-000013060,Iqbal Mini Mart,01588301647,Chattogram,Nasirabad,Bangla Trade House,Nasirabad - Zone 5,408,Route-59,Prefers WhatsApp communication
RET-000013061,Ahmed General Store,01833505084,Dhaka,Mirpur,Evergreen Trading,Mirpur - Zone 4,386,Route-86,
RET-000013062,Taher Point,01674984587,Rangpur,Gangachara,Rahman Enterprises,Gangachara - Zone 5,143,Route-55,
RET-000013063,Begum Mini Mart,01763397956,Chattogram,Kotwali,Rahman Enterprises,Kotwali - Zone 5,313,Route-87,High volume retailer
RET-000013064,Ali Store,01335381772,Chattogram,Nasirabad,Bangla Trade House,Nasirabad - Zone 5,793,Route-4,Payment always on time
RET-000013065,Islam Mart,01386710341,Khulna,Batiaghata,Mega Trade BD,Batiaghata - Zone 1,536,Route-85,
RET-000013066,Bhuiyan Grocery,01572541705,Rajshahi,Motihar,Evergreen Trading,Motihar - Zone 2,162,Route-39,"Bulk buyer, offer discounts"
RET-000013067,Bhuiyan Retail Hub,01394759079,Barishal,Banaripara,Crystal Distributors,Banaripara - Zone 1,621,Route-85,
RET-000013068,Sharif Retail Hub,01972846029,Dhaka,Banani,United Distributors,Banani - Zone 4,976,Route-59,
RET-000013069,Ahmed Store,01851433292,Sylhet,Subid Bazar,Elite Commerce,Subid Bazar - Zone 5,455,Route-100,"New retailer, handle with care"
RET-000013070,Islam Super Shop,01812057432,Rajshahi,Motihar,AB Trading,Motihar - Zone 3,52,Route-85,
RET-000013071,Jahan Enterprise,01335004455,Rangpur,Pirganj,Global Supply Chain,Pirganj - Zone 1,983,Route-64,"Regular customer, prefers morning visits"
RET-000013072,Ahmed Mart,01534472371,Barishal,Babuganj,Delta Suppliers,Babuganj - Zone 4,200,Route-75,
RET-000013073,Rahman Mini Mart,01375396410,Chattogram,Kotwali,Elite Commerce,Kotwali - Zone 3,706,Route-41,Prefers WhatsApp communication
RET-000013074,Malek Paiker,01583931596,Mymensingh,Bhaluka,Khan Brothers,Bhaluka - Zone 3,129,Route-18,Needs follow-up on pending order
RET-000013075,Khan Enterprise,01769911922,Dhaka,Dhanmondi,Pacific Distributors,Dhanmondi - Zone 3,565,Route-32,"Regular customer, prefers morning visits"
RET-000013076,Ahmed General Store,01860915089,Chattogram,Panchlaish,Evergreen Trading,Panchlaish - Zone 1,563,Route-56,Prefers WhatsApp communication
RET-000013077,Mondal Mini Mart,01557260260,Dhaka,Bashundhara,Delta Suppliers,Bashundhara - Zone 4,479,Route-73,
RET-000013078,Haque Mart,01369190143,Chattogram,Kotwali,Khan Brothers,Kotwali - Zone 1,919,Route-46,
RET-000013079,Mondal Trading,01625419776,Rangpur,Pirganj,United Distributors,Pirganj - Zone 1,657,Route-87,Payment always on time
RET-000013080,Begum Shop,01396498261,Mymensingh,Gafargaon,Crystal Distributors,Gafargaon - Zone 5,227,Route-42,
RET-000013081,Hossain Shop,01976612094,Mymensingh,Bhaluka,Khan Brothers,Bhaluka - Zone 3,774,Route-89,
RET-000013082,Ali Point,01610076511,Chattogram,Double Mooring,Delta Suppliers,Double Mooring - Zone 4,760,Route-89,Prefers WhatsApp communication
RET-000013083,Khatun Dokan,01790435157,Mymensingh,Bhaluka,Mega Trade BD,Bhaluka - Zone 2,641,Route-94,
RET-000013084,Taher Enterprise,01533155811,Mymensingh,Trishal,Rahman Enterprises,Trishal - Zone 1,227,Route-51,Prefers WhatsApp communication
RET-000013085,Das Wholesale,01555995039,Barishal,Airport,Global Supply Chain,Airport - Zone 2,699,Route-34,
RET-000013086,Das Point,01790946727,Mymensingh,Gafargaon,Star Distribution Co.,Gafargaon - Zone 1,492,Route-19,Located near main market
RET-000013087,Sarkar Corner,01759975284,Rajshahi,Motihar,Pacific Distributors,Motihar - Zone 2,610,Route-62,
RET-000013088,Mia Bhandar,01732507619,Khulna,Batiaghata,Nation Suppliers,Batiaghata - Zone 3,559,Route-47,"New retailer, handle with care"
RET-000013089,Khan Bhandar,01313242418,Dhaka,Motijheel,Pacific Distributors,Motijheel - Zone 5,838,Route-61,
RET-000013090,Malek Dokan,01353260229,Mymensingh,Bhaluka,Bangla Trade House,Bhaluka - Zone 2,717,Route-12,Needs follow-up on pending order
RET-000013091,Khan Mini Mart,01845857551,Rangpur,Kaunia,Rahman Enterprises,Kaunia - Zone 3,993,Route-26,High volume retailer
RET-000013092,Haque Trading,01552629641,Rajshahi,Boalia,City Distributors,Boalia - Zone 2,549,Route-23,High volume retailer
RET-000013093,Islam Super Shop,01391935503,Rajshahi,Motihar,Royal Traders,Motihar - Zone 4,373,Route-27,"Bulk buyer, offer discounts"
RET-000013094,Rahman Varieties,01633862615,Dhaka,Mirpur,Eastern Commerce,Mirpur - Zone 4,601,Route-20,"Regular customer, prefers morning visits"
RET-000013095,Uddin General Store,01577300855,Mymensingh,Gafargaon,Prime Wholesale,Gafargaon - Zone 1,573,Route-40,Payment always on time
RET-000013096,Jahan Retail Hub,01865213066,Rajshahi,Katakhali,Pacific Distributors,Katakhali - Zone 4,34,Route-50,High volume retailer
RET-000013097,Mondal Retail Hub,01395303740,Dhaka,Savar,Evergreen Trading,Savar - Zone 1,852,Route-100,Needs follow-up on pending order
RET-000013098,Malek Trading,01819917818,Sylhet,Tilagarh,Pacific Distributors,Tilagarh - Zone 2,397,Route-94,"Regular customer, prefers morning visits"
RET-000013099,Akbar Varieties,01349257067,Rajshahi,Katakhali,Global Supply Chain,Katakhali - Zone 1,55,Route-48,
RET-000013100,Iqbal Bhandar,01814010360,Rajshahi,Rajpara,Crystal Distributors,Rajpara - Zone 4,812,Route-54,Located near main market
RET-000013101,Reza Mini Mart,01660169148,Dhaka,Dhanmondi,Diamond Wholesale,Dhanmondi - Zone 5,487,Route-62,Needs follow-up on pending order
RET-000013102,Uddin Wholesale,01542454857,Rajshahi,Katakhali,Evergreen Trading,Katakhali - Zone 3,154,Route-12,"Bulk buyer, offer discounts"
RET-000013103,Uddin Dokan,01312397485,Barishal,Gournadi,City Distributors,Gournadi - Zone 5,398,Route-20,Needs follow-up on pending order
RET-000013104,Haque Paiker,01998653825,Dhaka,Mirpur,City Distributors,Mirpur - Zone 3,568,Route-80,
RET-000013105,Hossain Shop,01686970833,Rangpur,Mithapukur,Delta Suppliers,Mithapukur - Zone 5,805,Route-98,"New retailer, handle with care"
RET-000013106,Das Shop,01783667504,Dhaka,Motijheel,Khan Brothers,Motijheel - Zone 3,85,Route-94,Payment always on time
RET-000013107,Alam Retail Hub,01816255794,Dhaka,Banani,Rahman Enterprises,Banani - Zone 2,378,Route-42,"Bulk buyer, offer discounts"
RET-000013108,Sarkar Varieties,01397187544,Dhaka,Uttara,Prime Wholesale,Uttara - Zone 3,739,Route-22,Located near main market
RET-000013109,Islam Super Shop,01554634929,Khulna,Sonadanga,City Distributors,Sonadanga - Zone 2,303,Route-21,
RET-000013110,Taher Wholesale,01698743854,Sylhet,Tilagarh,Royal Traders,Tilagarh - Zone 5,490,Route-77,
RET-000013111,Haque Enterprise,01324786664,Mymensingh,Mymensingh Sadar,Royal Traders,Mymensingh Sadar - Zone 1,200,Route-99,
RET-000013112,Jahan Shop,01639343279,Barishal,Barishal Sadar,Elite Commerce,Barishal Sadar - Zone 2,737,Route-1,Prefers WhatsApp communication
RET-000013113,Sharif Enterprise,01538126622,Barishal,Babuganj,Global Supply Chain,Babuganj - Zone 5,361,Route-83,"New retailer, handle with care"
RET-000013114,Rahman Super Shop,01989982121,Barishal,Babuganj,Royal Traders,Babuganj - Zone 2,317,Route-53,"Regular customer, prefers morning visits"
RET-000013115,Akbar Shop,01755995475,Mymensingh,Bhaluka,AB Trading,Bhaluka - Zone 1,456,Route-56,Prefers WhatsApp communication
RET-000013116,Khan Trading,01848318963,Sylhet,Zindabazar,City Distributors,Zindabazar - Zone 2,921,Route-50,Needs follow-up on pending order
RET-000013117,Haque Mini Mart,01330211375,Khulna,Batiaghata,Global Supply Chain,Batiaghata - Zone 3,911,Route-37,"New retailer, handle with care"
RET-000013118,Ali Varieties,01681334938,Sylhet,Ambarkhana,Nation Suppliers,Ambarkhana - Zone 4,918,Route-47,"Bulk buyer, offer discounts"
RET-000013119,Das Paiker,01337198475,Mymensingh,Gafargaon,Prime Wholesale,Gafargaon - Zone 1,371,Route-22,"New retailer, handle with care"
RET-000013120,Sarkar Dokan,01335596432,Rangpur,Mithapukur,Evergreen Trading,Mithapukur - Zone 3,612,Route-84,"Regular customer, prefers morning visits"
RET-000013121,Noor Mini Mart,01544243555,Chattogram,Agrabad,Nation Suppliers,Agrabad - Zone 1,260,Route-4,High volume retailer
RET-000013122,Hossain Dokan,01961586081,Rajshahi,Shah Makhdum,Sunrise Wholesale,Shah Makhdum - Zone 2,667,Route-43,High volume retailer
RET-000013123,Rahman Wholesale,01339626376,Barishal,Banaripara,Crystal Distributors,Banaripara - Zone 1,269,Route-92,
RET-000013124,Reza Mart,01830623977,Chattogram,Chandgaon,Rahman Enterprises,Chandgaon - Zone 1,307,Route-98,Needs follow-up on pending order
RET-000013125,Noor Retail Hub,01519463658,Mymensingh,Muktagachha,Rahman Enterprises,Muktagachha - Zone 1,546,Route-19,
RET-000013126,Taher Grocery,01322704185,Mymensingh,Trishal,United Distributors,Trishal - Zone 4,893,Route-18,"Regular customer, prefers morning visits"
RET-000013127,Akbar Mini Mart,01746962663,Dhaka,Motijheel,Delta Suppliers,Motijheel - Zone 3,144,Route-51,"Regular customer, prefers morning visits"
RET-000013128,Mondal Wholesale,01734370734,Rangpur,Gangachara,Diamond Wholesale,Gangachara - Zone 1,254,Route-28,High volume retailer
RET-000013129,Mondal Paiker,01856936548,Khulna,Khalishpur,Elite Commerce,Khalishpur - Zone 4,130,Route-100,Needs follow-up on pending order
RET-000013130,Sarkar Paiker,01657654609,Rangpur,Rangpur Sadar,Delta Suppliers,Rangpur Sadar - Zone 2,612,Route-59,"Bulk buyer, offer discounts"
RET-000013131,Khatun Point,01864405396,Khulna,Sonadanga,Sunrise Wholesale,Sonadanga - Zone 2,274,Route-78,"Bulk buyer, offer discounts"
RET-000013132,Kamal Super Shop,01516229160,Rangpur,Mithapukur,AB Trading,Mithapukur - Zone 2,673,Route-3,"Regular customer, prefers morning visits"
RET-000013133,Iqbal Grocery,01378751097,Dhaka,Uttara,Royal Traders,Uttara - Zone 1,532,Route-83,
RET-000013134,Mondal Grocery,01556406059,Barishal,Banaripara,Evergreen Trading,Banaripara - Zone 5,857,Route-13,"Bulk buyer, offer discounts"
RET-000013135,Noor Bhandar,01561140515,Dhaka,Gulshan,City Distributors,Gulshan - Zone 1,441,Route-25,"Bulk buyer, offer discounts"
RET-000013136,Sharif General Store,01370804331,Dhaka,Banani,Rahman Enterprises,Banani - Zone 5,702,Route-25,Needs follow-up on pending order
RET-000013137,Noor Trading,01735731642,Rangpur,Pirganj,Evergreen Trading,Pirganj - Zone 3,56,Route-66,
RET-000013138,Sharif General Store,01714450324,Chattogram,Nasirabad,Global Supply Chain,Nasirabad - Zone 4,385,Route-30,Needs follow-up on pending order
RET-000013139,Islam Shop,01859025878,Dhaka,Mirpur,Pacific Distributors,Mirpur - Zone 3,922,Route-72,"Bulk buyer, offer discounts"
RET-000013140,Siddique Grocery,01977814055,Chattogram,Halishahar,Rahman Enterprises,Halishahar - Zone 1,693,Route-69,"Bulk buyer, offer discounts"
RET-000013141,Noor Point,01710584068,Mymensingh,Fulbaria,Evergreen Trading,Fulbaria - Zone 4,792,Route-3,Payment always on time
RET-000013142,Chowdhury Mart,01918125765,Sylhet,Tilagarh,Pacific Distributors,Tilagarh - Zone 3,604,Route-1,High volume retailer
RET-000013143,Chowdhury Wholesale,01763946677,Mymensingh,Mymensingh Sadar,Global Supply Chain,Mymensingh Sadar - Zone 2,516,Route-35,"Bulk buyer, offer discounts"
RET-000013144,Das Bhandar,01660390981,Khulna,Sonadanga,Star Distribution Co.,Sonadanga - Zone 4,269,Route-90,Located near main market
RET-000013145,Malek Super Shop,01515782405,Dhaka,Bashundhara,Diamond Wholesale,Bashundhara - Zone 5,124,Route-54,High volume retailer
RET-000013146,Mondal Bhandar,01550764054,Chattogram,Nasirabad,Mega Trade BD,Nasirabad - Zone 3,828,Route-52,
RET-000013147,Sharif Retail Hub,01335964164,Chattogram,Halishahar,Crystal Distributors,Halishahar - Zone 1,279,Route-19,"New retailer, handle with care"
RET-000013148,Malek Enterprise,01887952351,Khulna,Khalishpur,Evergreen Trading,Khalishpur - Zone 3,174,Route-24,High volume retailer
RET-000013149,Hossain Paiker,01826165112,Dhaka,Mirpur,Rahman Enterprises,Mirpur - Zone 5,4,Route-86,High volume retailer
RET-000013150,Ali Grocery,01352620756,Khulna,Boyra,Eastern Commerce,Boyra - Zone 5,156,Route-99,"New retailer, handle with care"
RET-000013151,Khan General Store,01645293997,Rangpur,Pirganj,City Distributors,Pirganj - Zone 1,31,Route-2,"Bulk buyer, offer discounts"
RET-000013152,Begum Retail Hub,01986693200,Barishal,Barishal Sadar,Prime Wholesale,Barishal Sadar - Zone 4,880,Route-88,
RET-000013153,Mondal Mini Mart,01518749375,Chattogram,Kotwali,Diamond Wholesale,Kotwali - Zone 3,636,Route-37,"Bulk buyer, offer discounts"
RET-000013154,Alam Super Shop,01883575654,Sylhet,Subid Bazar,Nation Suppliers,Subid Bazar - Zone 4,558,Route-52,"Bulk buyer, offer discounts"
RET-000013155,Sarkar Trading,01866209681,Khulna,Khan Jahan Ali,Diamond Wholesale,Khan Jahan Ali - Zone 2,817,Route-72,Located near main market
RET-000013156,Ali Grocery,01720119085,Barishal,Kotwali,Evergreen Trading,Kotwali - Zone 5,993,Route-22,
RET-000013157,Khatun Grocery,01578381859,Mymensingh,Mymensingh Sadar,Star Distribution Co.,Mymensingh Sadar - Zone 1,912,Route-38,"Bulk buyer, offer discounts"
RET-000013158,Khan Varieties,01637445994,Khulna,Daulatpur,Global Supply Chain,Daulatpur - Zone 1,361,Route-80,Payment always on time
RET-000013159,Sharif Varieties,01852009492,Rangpur,Kaunia,Mega Trade BD,Kaunia - Zone 1,354,Route-87,"New retailer, handle with care"
RET-000013160,Jahan Trading,01963255466,Dhaka,Bashundhara,AB Trading,Bashundhara - Zone 1,321,Route-53,"Regular customer, prefers morning visits"
RET-000013161,Malek Mini Mart,01951760002,Barishal,Gournadi,Eastern Commerce,Gournadi - Zone 3,567,Route-36,Prefers WhatsApp communication
RET-000013162,Mondal Corner,01874669444,Rangpur,Kaunia,Bangla Trade House,Kaunia - Zone 1,319,Route-64,"Regular customer, prefers morning visits"
RET-000013163,Mondal Enterprise,01937667020,Mymensingh,Muktagachha,United Distributors,Muktagachha - Zone 5,109,Route-6,
RET-000013164,Begum Corner,01685565094,Khulna,Sonadanga,Elite Commerce,Sonadanga - Zone 5,383,Route-9,
RET-000013165,Malek Trading,01748122056,Mymensingh,Bhaluka,Star Distribution Co.,Bhaluka - Zone 4,66,Route-37,Needs follow-up on pending order
RET-000013166,Ali Corner,01852269215,Dhaka,Mohammadpur,Diamond Wholesale,Mohammadpur - Zone 1,212,Route-37,"New retailer, handle with care"
RET-000013167,Ahmed Super Shop,01361325064,Sylhet,Zindabazar,Evergreen Trading,Zindabazar - Zone 1,11,Route-76,Located near main market
RET-000013168,Begum Varieties,01523605930,Chattogram,Chandgaon,Delta Suppliers,Chandgaon - Zone 2,486,Route-22,Prefers WhatsApp communication
RET-000013169,Chowdhury Grocery,01988146461,Khulna,Sonadanga,Eastern Commerce,Sonadanga - Zone 5,507,Route-68,Prefers WhatsApp communication
RET-000013170,Iqbal Bhandar,01753905490,Chattogram,Agrabad,AB Trading,Agrabad - Zone 2,639,Route-8,Located near main market
RET-000013171,Bhuiyan Paiker,01323393593,Sylhet,Ambarkhana,Prime Wholesale,Ambarkhana - Zone 5,858,Route-62,
RET-000013172,Sultana Dokan,01817519203,Dhaka,Motijheel,Evergreen Trading,Motijheel - Zone 2,489,Route-76,"Bulk buyer, offer discounts"
RET-000013173,Khan Mini Mart,01574049716,Mymensingh,Trishal,Royal Traders,Trishal - Zone 5,843,Route-28,Prefers WhatsApp communication
RET-000013174,Ali Corner,01714343989,Mymensingh,Bhaluka,United Distributors,Bhaluka - Zone 3,349,Route-24,
RET-000013175,Rahman Point,01638092105,Sylhet,Ambarkhana,Elite Commerce,Ambarkhana - Zone 5,905,Route-17,"Regular customer, prefers morning visits"
RET-000013176,Kamal Bhandar,01848468648,Rajshahi,Rajpara,City Distributors,Rajpara - Zone 3,108,Route-66,
RET-000013177,Akbar Point,01661706805,Barishal,Airport,Royal Traders,Airport - Zone 4,938,Route-72,"Bulk buyer, offer discounts"
RET-000013178,Sultana Mart,01923107336,Dhaka,Savar,Sunrise Wholesale,Savar - Zone 5,399,Route-11,Located near main market
RET-000013179,Mondal Paiker,01628747560,Mymensingh,Muktagachha,Pacific Distributors,Muktagachha - Zone 4,685,Route-96,
RET-000013180,Taher Trading,01397186606,Khulna,Daulatpur,Bangla Trade House,Daulatpur - Zone 3,773,Route-65,Located near main market
RET-000013181,Khatun Super Shop,01559525797,Mymensingh,Gafargaon,Khan Brothers,Gafargaon - Zone 5,727,Route-69,
RET-000013182,Akter Retail Hub,01742468510,Rajshahi,Motihar,Rahman Enterprises,Motihar - Zone 1,700,Route-95,
RET-000013183,Malek Bhandar,01576909540,Rangpur,Pirganj,AB Trading,Pirganj - Zone 1,367,Route-30,Located near main market
RET-000013184,Sultana Retail Hub,01517882166,Dhaka,Tejgaon,Delta Suppliers,Tejgaon - Zone 3,83,Route-89,
RET-000013185,Khatun Mini Mart,01669478832,Chattogram,Chandgaon,Eastern Commerce,Chandgaon - Zone 3,341,Route-85,"New retailer, handle with care"
RET-000013186,Bhuiyan Mini Mart,01772599235,Dhaka,Dhanmondi,Diamond Wholesale,Dhanmondi - Zone 3,590,Route-94,High volume retailer
RET-000013187,Ahmed Wholesale,01834167967,Dhaka,Motijheel,Delta Suppliers,Motijheel - Zone 2,774,Route-70,High volume retailer
RET-000013188,Rahman Bhandar,01369096880,Dhaka,Mohammadpur,Sunrise Wholesale,Mohammadpur - Zone 3,897,Route-5,Payment always on time
RET-000013189,Rahman Paiker,01915169835,Barishal,Gournadi,Royal Traders,Gournadi - Zone 3,286,Route-96,"Regular customer, prefers morning visits"
RET-000013190,Alam Paiker,01785234916,Rangpur,Gangachara,Crystal Distributors,Gangachara - Zone 4,901,Route-57,"Bulk buyer, offer discounts"
RET-000013191,Akter Wholesale,01884191207,Rangpur,Pirganj,Elite Commerce,Pirganj - Zone 1,148,Route-35,High volume retailer
RET-000013192,Haque Mart,01340293525,Khulna,Batiaghata,Elite Commerce,Batiaghata - Zone 1,528,Route-53,Needs follow-up on pending order
RET-000013193,Kamal Shop,01717065628,Chattogram,Halishahar,Khan Brothers,Halishahar - Zone 4,510,Route-69,"New retailer, handle with care"
